Product,Type,Date,Process_Size,TDP,Die_Size,Transistor,Freq,Foundry,Vendor,FP16,FP32,FP64
NVIDIA GeForce GTX 1650 TU116,GPU,07/07/2020,12,80,284,6600,1410,TSMC,NVIDIA,5699,2849,89.04
AMD Radeon HD 8670M,GPU,03/01/2013,28,81.35998108,56,690,925,TSMC,AMD,,624,39
ATI Radeon 2100 IGP,GPU,03/04/2008,55,81.35998108,73,120,400,Unknown,ATI,,,
Intel HD Graphics P5700,GPU,09/05/2014,14,15,188.4404446,1929.922279,700,Intel,Intel,,384,96
NVIDIA Tesla PG503-216,GPU,11/26/2019,12,250,815,21100,1312,TSMC,NVIDIA,31330,15670,7834
NVIDIA GeForce 9400,GPU,4/17/2007,65,40,144,314,450,Unknown,NVIDIA,,35.2,
ATI Radeon X1050,GPU,12/07/2006,110,24,74,107,400,TSMC,ATI,,,
AMD Radeon HD 8590M,GPU,03/01/2013,28,81.35998108,56,690,750,TSMC,AMD,,528,33
AMD Radeon Vega 3 Embedded,GPU,2/13/2018,14,15,210,4940,300,GF,AMD,768.8,384.4,24.02
ATI Radeon HD 4650,GPU,09/10/2008,55,48,146,514,600,TSMC,ATI,,384,
AMD Radeon RX 455 OEM,GPU,6/30/2016,28,100,160,2080,1050,TSMC,AMD,,1613,100.8
NVIDIA GeForce GT 435M,GPU,09/03/2010,40,35,116,585,650,TSMC,NVIDIA,,249.6,20.8
NVIDIA Quadro M6000 24 GB,GPU,03/05/2016,28,250,601,8000,988,TSMC,NVIDIA,,6844,213.9
AMD Radeon HD 7870M,GPU,4/24/2012,28,45,123,1500,800,TSMC,AMD,,1024,64
NVIDIA GeForce G210M,GPU,6/15/2009,40,14,57,260,625,TSMC,NVIDIA,,48,
Intel GMA 950,GPU,05/01/2005,90,7,188.4404446,1929.922279,166,Intel,Intel,,,
AMD Radeon R9 M470X,GPU,5/15/2016,28,81.35998108,160,2080,1000,TSMC,AMD,,1971,123.2
NVIDIA GeForce GTX 770,GPU,5/30/2013,28,230,294,3540,1046,TSMC,NVIDIA,,3333,138.9
ATI Radeon X1800 GTO,GPU,03/01/2006,90,48,288,321,500,TSMC,ATI,,,
NVIDIA Quadro RTX 5000 Mobile Refresh,GPU,06/08/2020,12,110,545,13600,1035,TSMC,NVIDIA,18980,9492,296.6
AMD Radeon Pro 575,GPU,06/05/2017,14,150,232,5700,1096,GF,AMD,4489,4489,280.6
ATI Mobility Radeon 9000 IGP,GPU,05/01/2003,150,81.35998108,92,76,300,Unknown,ATI,,,
Intel GMA 3100,GPU,05/09/2007,90,13,188.4404446,1929.922279,400,Intel,Intel,,,
NVIDIA Quadro FX 360M,GPU,05/09/2007,80,17,127,210,400,TSMC,NVIDIA,,25.6,
NVIDIA GeForce RTX 3080,GPU,09/01/2020,8,320,628,28300,1440,Samsung,NVIDIA,29770,29770,465.1
AMD Radeon HD 7430M,GPU,01/07/2012,40,7,67,370,600,TSMC,AMD,,192,
AMD Radeon Pro WX 8100,GPU,12/03/2017,14,230,495,12500,1200,GF,AMD,21500,10750,672
NVIDIA GeForce GTX 1660,GPU,3/14/2019,12,120,284,6600,1530,TSMC,NVIDIA,10050,5027,157.1
AMD Radeon Pro 5300M,GPU,11/13/2019,7,85,158,6400,1000,TSMC,AMD,6400,3200,200
AMD FirePro S7150 x2,GPU,02/01/2016,28,265,366,5000,1050,TSMC,AMD,3763,3763,235.2
NVIDIA Quadro FX 1600M,GPU,06/01/2007,80,50,169,289,625,TSMC,NVIDIA,,80,
AMD Radeon Pro 560X,GPU,7/16/2018,14,75,123,3000,1004,GF,AMD,2056,2056,128.5
NVIDIA Quadro Plex 1000 Model II,GPU,7/25/2008,110,640,333,302,470,TSMC,NVIDIA,,,
Intel i815 Graphics,GPU,01/01/2000,150,81.35998108,188.4404446,1929.922279,133,Intel,Intel,,,
AMD Radeon R9 390 X2,GPU,09/03/2015,28,580,438,6200,1000,TSMC,AMD,,5120,640
NVIDIA GeForce 9400 GT PCI,GPU,8/27/2008,55,50,121,314,550,TSMC,NVIDIA,,44.8,
AMD Radeon HD 7950 Boost,GPU,6/22/2012,28,200,352,4313,850,TSMC,AMD,,3315,828.8
NVIDIA GeForce GTX 760 Ti OEM Rebrand,GPU,8/25/2013,28,170,294,3540,915,TSMC,NVIDIA,,2634,109.8
ATI FireGL V3300,GPU,10/01/2005,90,81.35998108,100,107,600,TSMC,ATI,,,
NVIDIA GeForce GT 630 OEM,GPU,4/24/2012,28,50,118,1270,875,TSMC,NVIDIA,,336,14
NVIDIA GeForce GTX 590,GPU,3/24/2011,40,365,520,3000,608,TSMC,NVIDIA,,1244,155.5
AMD Radeon R7 M360,GPU,05/05/2015,28,81.35998108,125,1550,1100,TSMC,AMD,864,864,54
NVIDIA Quadro M620 Mobile,GPU,01/11/2017,28,30,148,1870,756,TSMC,NVIDIA,,1000,31.26
NVIDIA GeForce GTX 660 OEM,GPU,8/22/2012,28,130,294,3540,823,TSMC,NVIDIA,,2046,85.25
ATI Radeon HD 5730,GPU,2/26/2011,40,64,104,627,775,TSMC,ATI,,620,
ATI FireGL V3200,GPU,09/01/2004,130,46,92,75,500,TSMC,ATI,,,
AMD Radeon RX 5500M,GPU,10/07/2019,7,85,158,6400,1375,TSMC,AMD,9265,4632,289.5
NVIDIA GeForce 9600M GT,GPU,06/04/2008,55,23,121,314,500,TSMC,NVIDIA,,80,
NVIDIA GeForce 610,GPU,12/01/2011,40,12,79,292,738,TSMC,NVIDIA,,141.7,11.81
AMD Radeon Pro Vega 56,GPU,8/14/2017,14,210,495,12500,1138,GF,AMD,17920,8960,560
NVIDIA Quadro K5000 Mac Edition,GPU,08/07/2012,28,122,294,3540,706,TSMC,NVIDIA,,2169,90.37
ATI Radeon X1050 AGP,GPU,12/07/2006,130,24,76,60,250,TSMC,ATI,,,
ATI Radeon HD 4870 Mac Edition,GPU,01/06/2009,55,150,256,956,750,TSMC,ATI,,1200,240
AMD FirePro V3900,GPU,02/07/2012,40,50,118,716,650,TSMC,AMD,,624,
NVIDIA GeForce GT 625 OEM,GPU,2/18/2013,40,29,79,292,874,TSMC,NVIDIA,,167.8,13.98
AMD Radeon RX 5700 XT 50th Anniversary,GPU,07/07/2019,7,225,251,10300,1680,TSMC,AMD,20280,10140,633.6
NVIDIA Quadro P600 Mobile,GPU,02/07/2017,14,25,132,3300,1430,Samsung,NVIDIA,18.68,1196,37.37
ATI Mobility Radeon HD 560v,GPU,05/05/2010,55,15,146,514,550,TSMC,ATI,,352,
NVIDIA GeForce FX 5900 XT,GPU,05/12/2003,130,35,207,135,400,TSMC,NVIDIA,,,
AMD FirePro W4150M,GPU,NaT,28,81.35998108,77,950,800,TSMC,AMD,,652.8,
NVIDIA Quadro NVS 120M,GPU,06/01/2006,90,10,81,112,450,TSMC,NVIDIA,,,
NVIDIA GeForce 6200 X2 PCI,GPU,1/16/2008,110,81.35998108,110,75,280,TSMC,NVIDIA,,,
NVIDIA A30 PCIe,GPU,04/12/2021,7,165,826,54200,930,TSMC,NVIDIA,10320,10320,5161
ATI Radeon 9600 XT,GPU,10/01/2003,130,22,76,60,500,TSMC,ATI,,,
ATI Radeon HD 4720,GPU,12/11/2011,55,55,146,514,600,TSMC,ATI,,384,
NVIDIA GeForce 9300 GE,GPU,06/01/2008,65,81.35998108,86,210,540,TSMC,NVIDIA,,20.8,
NVIDIA GeForce GTX 460M,GPU,09/03/2010,40,50,238,1170,675,TSMC,NVIDIA,,518.4,43.2
ATI FirePro V7760,GPU,01/01/2012,55,76,256,956,750,TSMC,ATI,,1200,
NVIDIA GRID K180Q,GPU,6/28/2013,28,130,118,1270,850,TSMC,NVIDIA,,326.4,13.6
Intel HD Graphics 5600,GPU,09/05/2014,14,15,188.4404446,1929.922279,300,Intel,Intel,,403.2,100.8
NVIDIA GeForce4 Ti 4400,GPU,02/06/2002,150,81.35998108,142,63,275,TSMC,NVIDIA,,,
NVIDIA Quadro FX 770M,GPU,8/14/2008,65,35,144,314,500,UMC,NVIDIA,,80,
ATI Radeon 7000 PCI,GPU,2/19/2001,180,23,80,30,133,TSMC,ATI,,,
AMD Radeon R5 M240,GPU,9/18/2014,28,81.35998108,56,690,1000,TSMC,AMD,,659.2,41.2
NVIDIA GeForce GT 220M,GPU,6/15/2009,55,14,121,314,500,TSMC,NVIDIA,,80,
NVIDIA GeForce GT 710M,GPU,01/09/2013,28,15,116,585,775,TSMC,NVIDIA,,297.6,24.8
ATI FireMV 2250,GPU,01/01/2007,80,32,100,107,600,UMC,ATI,,,
NVIDIA GeForce GT 635 OEM,GPU,10/01/2013,28,35,87,1020,967,TSMC,NVIDIA,,742.7,30.94
Intel GMA 900,GPU,06/01/2004,130,81.35998108,188.4404446,1929.922279,333,Intel,Intel,,,
Intel HD Graphics 530,GPU,09/01/2015,14,15,123,1929.922279,350,Intel,Intel,729.6,364.8,91.2
NVIDIA GeForce GTX 950,GPU,8/20/2015,28,90,228,2940,1024,TSMC,NVIDIA,,1825,57.02
NVIDIA GeForce GTX 1660 Ti,GPU,2/22/2019,12,120,284,6600,1500,TSMC,NVIDIA,10870,5437,169.9
NVIDIA GeForce GTX 965M,GPU,01/01/2016,28,81.35998108,228,2940,935,TSMC,NVIDIA,,2355,73.6
NVIDIA Quadro RTX 5000 Max-Q,GPU,5/27/2019,12,80,545,13600,600,TSMC,NVIDIA,16590,8294,259.2
AMD Radeon HD 8570D IGP,GPU,07/10/2013,32,65,246,1303,800,TSMC,AMD,,409.6,
ATI Radeon LE,GPU,05/01/2001,180,81.35998108,115,30,148,TSMC,ATI,,,
AMD Radeon Vega 9 Mobile,GPU,10/22/2019,14,15,210,4940,300,GF,AMD,2995,1498,93.6
NVIDIA GeForce 9500 GT Mac Edition,GPU,5/19/2010,55,50,121,314,550,TSMC,NVIDIA,,89.6,
NVIDIA GeForce GTX 750,GPU,2/18/2014,28,55,148,1870,1020,TSMC,NVIDIA,,1111,34.72
AMD Radeon Pro 455,GPU,10/30/2016,14,35,123,3000,855,GF,AMD,1313,1313,82.08
AMD Radeon R7 M340,GPU,12/06/2015,28,81.35998108,77,950,620,TSMC,AMD,,549.1,34.32
ATI Radeon X700 XT,GPU,09/01/2004,110,38,156,120,475,TSMC,ATI,,,
ATI Radeon HD 4870,GPU,6/25/2008,55,150,256,956,750,TSMC,ATI,,1200,240
NVIDIA GeForce GT 630,GPU,5/15/2012,40,65,116,585,810,TSMC,NVIDIA,,311,25.92
AMD Radeon HD 7730,GPU,05/01/2013,28,47,123,1500,800,TSMC,AMD,,614.4,38.4
NVIDIA Quadro FX 1500,GPU,4/20/2006,90,65,196,278,325,TSMC,NVIDIA,,,
ATI Radeon HD 5750,GPU,10/13/2009,40,86,166,1040,700,TSMC,ATI,,1008,
NVIDIA GeForce GT 630M,GPU,3/22/2012,28,33,116,585,800,TSMC,NVIDIA,,307.2,25.6
AMD Radeon HD 7550M,GPU,01/07/2012,40,14,104,716,500,TSMC,AMD,,480,
AMD Radeon E9390 PCIe,GPU,10/15/2019,14,75,232,5700,713,GF,AMD,3903,3903,243.9
NVIDIA GeForce 505 OEM,GPU,2/17/2013,40,25,100,486,615,TSMC,NVIDIA,,49.49,
NVIDIA GeForce GT 445M,GPU,09/03/2010,40,35,238,1170,590,TSMC,NVIDIA,,339.8,28.32
ATI Mobility Radeon HD 4270 IGP,GPU,05/01/2010,55,81.35998108,67,181,590,Unknown,ATI,,47.2,
ATI Radeon HD 4570,GPU,11/25/2008,55,25,73,242,650,TSMC,ATI,,104,
AMD Radeon RX 550 640SP,GPU,10/13/2017,14,60,123,3000,1019,GF,AMD,1371,1371,85.68
NVIDIA GeForce GTX 1650 SUPER,GPU,11/22/2019,12,100,284,6600,1530,TSMC,NVIDIA,8832,4416,138
AMD Radeon 530 Mobile,GPU,4/18/2017,28,50,125,1550,730,TSMC,AMD,786.4,786.4,49.15
AMD Radeon R5 M320,GPU,05/05/2015,28,81.35998108,56,690,780,TSMC,AMD,,547.2,34.2
AMD Radeon R5 A240,GPU,01/01/2014,28,50,77,950,730,TSMC,AMD,,499.2,
NVIDIA GeForce GTX 1060 8 GB GDDR5X,GPU,NaT,16,120,314,7200,1506,TSMC,NVIDIA,68.36,4375,136.7
ATI Radeon X800 GT,GPU,11/01/2005,110,40,240,160,475,TSMC,ATI,,,
AMD Radeon Pro 560,GPU,4/18/2017,14,75,123,3000,907,GF,AMD,1858,1858,116.1
NVIDIA Quadro 410,GPU,08/07/2012,28,38,118,1270,706,TSMC,NVIDIA,,271.1,11.3
AMD Radeon HD 8210E,GPU,4/23/2013,28,9,110,1178,300,TSMC,AMD,,76.8,4.8
NVIDIA GeForce GTX 1650 Mobile,GPU,4/15/2020,12,50,200,4700,1380,TSMC,NVIDIA,6205,3103,96.96
ATI Radeon Xpress 1100 Mobile IGP,GPU,01/01/2005,130,81.35998108,73,1929.922279,336,Unknown,ATI,,,
NVIDIA Quadro K4000,GPU,03/01/2013,28,80,221,2540,810,TSMC,NVIDIA,,1244,51.84
AMD Radeon RX 580X,GPU,04/11/2018,14,185,232,5700,1257,GF,AMD,6175,6175,385.9
NVIDIA GeForce 940M,GPU,3/13/2015,28,33,188.4404446,1929.922279,1072,TSMC,NVIDIA,,903.2,28.22
NVIDIA Quadro K620,GPU,7/22/2014,28,45,148,1870,1058,TSMC,NVIDIA,,863.2,26.98
NVIDIA Quadro FX 3450,GPU,7/28/2005,130,83,225,222,425,TSMC,NVIDIA,,,
AMD Radeon R7 M370,GPU,05/05/2015,28,81.35998108,56,690,900,TSMC,AMD,,737.3,46.08
AMD Radeon RX 560X,GPU,04/11/2018,14,75,123,3000,1175,GF,AMD,2611,2611,163.2
NVIDIA GeForce 8400 GS PCI Rev. 2,GPU,4/17/2007,40,40,57,260,520,TSMC,NVIDIA,,39.36,
AMD Radeon Pro 570,GPU,06/05/2017,14,150,232,5700,1000,GF,AMD,3960,3960,247.5
NVIDIA GeForce 7050 + nForce 630a,GPU,02/01/2006,90,81.35998108,81,112,425,Unknown,NVIDIA,,,
ATI Radeon X850 PRO AGP,GPU,09/04/2005,130,81.35998108,297,160,500,TSMC,ATI,,,
ATI Radeon HD 2400,GPU,2/19/2008,65,20,85,180,398,TSMC,ATI,,31.84,
NVIDIA Quadro FX 330,GPU,6/28/2004,150,21,91,45,250,TSMC,NVIDIA,,,
ATI Radeon 9200 SE,GPU,03/01/2003,150,28,98,36,200,UMC,ATI,,,
NVIDIA GeForce GTX 780 Ti 6 GB,GPU,NaT,28,250,561,7080,875,TSMC,NVIDIA,,5345,222.7
AMD FirePro M6000,GPU,07/01/2012,28,43,123,1500,800,TSMC,AMD,,1024,64
AMD Radeon RX Vega 11 Mobile,GPU,05/10/2018,14,35,210,4940,300,GF,AMD,3523,1761,110.1
NVIDIA Quadro FX 2000,GPU,1/21/2003,130,81.35998108,199,125,400,TSMC,NVIDIA,,,
AMD Radeon Sky 700,GPU,3/27/2013,28,225,352,4313,900,TSMC,AMD,,3226,806.4
NVIDIA Quadro FX 1700,GPU,09/12/2007,80,42,169,289,460,TSMC,NVIDIA,,58.88,
AMD Radeon 625 Mobile,GPU,5/13/2019,28,50,125,1550,730,TSMC,AMD,786.4,786.4,49.15
NVIDIA GeForce 8400M G,GPU,05/09/2007,80,10,127,210,400,TSMC,NVIDIA,,12.8,
NVIDIA GeForce GT 640 Rev. 2,GPU,5/29/2013,28,49,87,1020,1046,TSMC,NVIDIA,,803.3,33.47
NVIDIA GRID K540Q,GPU,07/02/2014,28,225,294,3540,745,TSMC,NVIDIA,,2289,95.36
NVIDIA GeForce GT 710,GPU,3/27/2014,28,19,87,1020,954,TSMC,NVIDIA,,366.3,15.26
NVIDIA GeForce 9400 GT Rev. 2,GPU,8/27/2008,55,50,121,314,550,TSMC,NVIDIA,,44.8,
AMD Radeon HD 8570M,GPU,03/01/2013,28,81.35998108,56,690,750,TSMC,AMD,,528,33
AMD Radeon R9 270X,GPU,10/08/2013,28,180,212,2800,1000,TSMC,AMD,,2688,168
NVIDIA GeForce 6800 Ultra,GPU,4/14/2004,130,81.35998108,287,222,425,TSMC,NVIDIA,,,
AMD Radeon R5 340X OEM,GPU,05/05/2015,28,65,77,950,900,TSMC,AMD,,691.2,43.2
NVIDIA GeForce 9500 GT,GPU,7/29/2008,65,50,144,314,600,UMC,NVIDIA,,96,
AMD Radeon RX 560DX,GPU,04/11/2018,14,65,123,3000,1090,GF,AMD,2106,2106,131.6
AMD Radeon R7 260X,GPU,10/08/2013,28,115,160,2080,1100,TSMC,AMD,,1971,123.2
ATI Radeon X1700 SE,GPU,11/30/2007,80,50,230,330,500,TSMC,ATI,,,
AMD Radeon HD 6370M,GPU,11/26/2010,40,11,59,292,750,TSMC,AMD,,120,
AMD Radeon HD 8770 OEM,GPU,09/02/2013,28,85,160,2080,1050,TSMC,AMD,,1882,117.6
NVIDIA GeForce 7150M + nForce 630M,GPU,11/16/2007,90,81.35998108,81,112,425,Unknown,NVIDIA,,,
NVIDIA Quadro RTX 4000 Mobile,GPU,5/27/2019,12,110,545,13600,1110,TSMC,NVIDIA,15970,7987,249.6
ATI Mobility Radeon X1300,GPU,1/19/2006,90,81.35998108,100,107,350,TSMC,ATI,,,
ATI Radeon 9200 PCI,GPU,05/01/2003,150,28,98,36,250,UMC,ATI,,,
ATI Mobility Radeon HD 3650,GPU,01/07/2008,55,81.35998108,135,378,500,TSMC,ATI,,120,
NVIDIA Jetson TX2 GPU,GPU,01/01/2016,16,15,188.4404446,1929.922279,854,TSMC,NVIDIA,1500,750.1,23.44
Intel HD Graphics 500,GPU,09/01/2015,14,6,188.4404446,1929.922279,200,Intel,Intel,,124.8,15.6
NVIDIA GeForce GT 240M,GPU,6/15/2009,40,23,100,486,550,TSMC,NVIDIA,,116.2,
ATI Radeon 9200,GPU,05/01/2003,150,28,98,36,250,UMC,ATI,,,
XGI Volari V5,GPU,9/15/2003,130,81.35998108,188.4404446,90,325,UMC,Other,,,
NVIDIA GeForce GTX 1080 Mobile,GPU,8/15/2016,16,150,314,7200,1556,TSMC,NVIDIA,138.7,8878,277.4
ATI Mobility Radeon HD 4200 IGP,GPU,09/10/2009,55,81.35998108,67,181,500,Unknown,ATI,,40,
AMD Radeon Vega 10 Mobile,GPU,01/06/2019,14,15,210,4940,300,GF,AMD,3584,1792,112
AMD Radeon R5 M430,GPU,5/15/2016,28,81.35998108,56,690,780,TSMC,AMD,,659.2,41.2
NVIDIA GeForce 6800 XE,GPU,9/30/2005,130,81.35998108,287,222,275,TSMC,NVIDIA,,,
NVIDIA GeForce GT 635M,GPU,3/22/2012,40,33,116,585,660,TSMC,NVIDIA,,253.4,21.12
ATI Radeon HD 5570,GPU,10/11/2011,40,39,118,716,650,TSMC,ATI,,416,
NVIDIA GeForce RTX 3060 Ti,GPU,12/01/2020,8,200,392,17400,1410,Samsung,NVIDIA,16200,16200,253.1
NVIDIA GeForce GT 730,GPU,6/18/2014,40,49,116,585,700,TSMC,NVIDIA,,268.8,22.4
ATI Radeon E4690 MXM,GPU,06/01/2009,55,30,146,514,600,TSMC,ATI,,384,
AMD Radeon R7 A360,GPU,05/05/2015,28,81.35998108,125,1550,1100,TSMC,AMD,864,864,54
ATI Radeon HD 5850,GPU,9/30/2009,40,151,334,2154,725,TSMC,ATI,,2088,417.6
NVIDIA GeForce GTX 465,GPU,5/31/2010,40,200,529,3100,608,TSMC,NVIDIA,,855.4,106.9
AMD Radeon HD 6390,GPU,07/04/2011,40,39,104,627,550,TSMC,AMD,,352,
AMD FirePro S7150,GPU,02/01/2016,28,150,366,5000,920,TSMC,AMD,7537,3768,235.5
NVIDIA GeForce 9600 GTX,GPU,5/27/2009,65,140,324,754,580,TSMC,NVIDIA,,278.4,
NVIDIA Tesla PG500-216,GPU,11/26/2019,12,250,815,21100,1260,TSMC,NVIDIA,28260,14130,7066
NVIDIA Quadro NVS 50 PCI,GPU,5/31/2005,150,10,65,29,250,TSMC,NVIDIA,,,
ATI Radeon X1950 XTX,GPU,10/17/2006,90,125,352,384,650,TSMC,ATI,,,
Intel Iris Graphics 5100,GPU,5/27/2013,22,30,181,1300,200,Intel,Intel,,704,176
NVIDIA GeForce GTX 460 v2 ES,GPU,9/24/2011,40,160,332,1950,779,TSMC,NVIDIA,,1046,87.19
NVIDIA GeForce 8600 GT Mac Edition,GPU,4/17/2007,80,47,169,289,600,TSMC,NVIDIA,,92.8,
NVIDIA Tegra 4 GPU,GPU,08/01/2013,28,20,85,11,672,TSMC,NVIDIA,,,
AMD Radeon R9 295X2,GPU,4/29/2014,28,500,438,6200,1018,TSMC,AMD,,5733,716.7
NVIDIA GeForce GTX 750 Ti OEM,GPU,NaT,28,150,221,2540,1033,TSMC,NVIDIA,,2108,87.84
NVIDIA Quadro4 700 XGL,GPU,2/19/2002,150,81.35998108,142,63,275,TSMC,NVIDIA,,,
AMD Radeon Vega 11,GPU,9/30/2019,14,15,210,4940,300,GF,AMD,3942,1971,123.2
AMD Radeon HD 7330M,GPU,01/07/2012,40,5,59,292,500,TSMC,AMD,,80,
NVIDIA GeForce GTX 490,GPU,NaT,40,365,529,3100,608,TSMC,NVIDIA,,1166,145.8
ATI Radeon HD 5470,GPU,2/13/2012,40,19,59,292,650,TSMC,ATI,,104,
AMD Radeon HD 8650D IGP,GPU,12/28/2013,32,65,246,1303,720,TSMC,AMD,,648.2,
ATI Mobility Radeon HD 4850 Mac Edition,GPU,8/28/2009,55,81.35998108,256,956,503,TSMC,ATI,,804.8,161
Intel UHD Graphics 630,GPU,4/30/2020,14,15,188.4404446,1929.922279,350,Intel,Intel,846.4,423.2,105.8
AMD Radeon R7 265X OEM,GPU,08/12/2014,28,150,212,2800,900,TSMC,AMD,,2368,148
AMD Radeon R5 M335,GPU,10/21/2015,28,81.35998108,56,690,1070,TSMC,AMD,,684.8,42.8
NVIDIA GeForce 9500 GS,GPU,7/29/2008,65,40,144,314,550,UMC,NVIDIA,,88,
NVIDIA GeForce 7900 GS AGP,GPU,04/02/2006,90,65,196,278,450,TSMC,NVIDIA,,,
NVIDIA GeForce 8600 GS,GPU,4/17/2007,80,47,169,289,540,TSMC,NVIDIA,,38.08,
AMD Radeon HD 6990M Rebrand,GPU,07/12/2011,40,100,166,1040,800,TSMC,AMD,,1280,
NVIDIA GeForce GTS 250M,GPU,6/15/2009,40,28,144,727,500,TSMC,NVIDIA,,240,
AMD Radeon R5 235 OEM,GPU,12/21/2013,40,35,67,370,775,TSMC,AMD,,248,
ATI All-In-Wonder 9600 XT,GPU,02/06/2004,130,81.35998108,76,60,527,TSMC,ATI,,,
Intel HD Graphics 630,GPU,8/30/2016,14,15,188.4404446,1929.922279,350,Intel,Intel,768,384,96
AMD Radeon HD 8400E,GPU,4/23/2013,28,25,110,1178,600,TSMC,AMD,,153.6,9.6
NVIDIA Quadro NVS 290,GPU,10/04/2007,80,21,127,210,459,TSMC,NVIDIA,,29.38,
Intel UHD Graphics 610,GPU,4/30/2020,14,15,188.4404446,1929.922279,350,Intel,Intel,403.2,201.6,50.4
NVIDIA GeForce GTX 275,GPU,1/15/2009,55,219,470,1400,633,TSMC,NVIDIA,,673.9,84.24
NVIDIA GeForce GT 710,GPU,3/27/2014,28,19,87,1020,954,TSMC,NVIDIA,,366.3,15.26
NVIDIA Quadro FX 3600M,GPU,2/23/2008,65,70,324,754,500,TSMC,NVIDIA,,240,
Matrox Parhelia APVe,GPU,6/14/2006,150,81.35998108,174,80,250,UMC,Other,,,
AMD Radeon R7 M340,GPU,05/05/2015,28,81.35998108,125,1550,943,TSMC,AMD,653.4,653.4,40.84
NVIDIA GeForce 9600 GT,GPU,2/21/2008,65,95,240,505,650,TSMC,NVIDIA,,208,
NVIDIA GeForce GTX 670M,GPU,3/22/2012,40,75,332,1950,598,TSMC,NVIDIA,,803.7,66.98
ATI Mobility Radeon X200 IGP,GPU,01/01/2005,130,81.35998108,73,1929.922279,300,Unknown,ATI,,,
NVIDIA GeForce2 MX 400 PCI,GPU,03/03/2001,180,81.35998108,64,20,200,TSMC,NVIDIA,,,
NVIDIA Quadro Plex 2100 S4,GPU,7/25/2008,90,640,484,681,600,TSMC,NVIDIA,,345.6,
ATI Radeon HD 3690,GPU,3/30/2008,55,75,192,666,670,TSMC,ATI,,428.8,85.76
NVIDIA GeForce4 420 Go,GPU,02/06/2002,150,81.35998108,65,29,200,TSMC,NVIDIA,,,
AMD Radeon HD 6250 IGP,GPU,11/09/2010,40,9,75,450,500,TSMC,AMD,,80,
NVIDIA GeForce GT 635M,GPU,3/22/2012,40,35,238,1170,650,TSMC,NVIDIA,,388.8,32.4
NVIDIA Quadro FX 550,GPU,4/20/2006,110,30,154,146,360,TSMC,NVIDIA,,,
ATI FireGL V5600,GPU,6/28/2007,65,89,153,390,800,TSMC,ATI,,192,
ATI Radeon IGP 320,GPU,10/05/2002,180,81.35998108,73,30,160,Unknown,ATI,,,
NVIDIA GeForce 845M,GPU,8/26/2015,28,33,188.4404446,1929.922279,1071,TSMC,NVIDIA,,903.2,28.22
ATI FireGL 9700 X1-128,GPU,07/01/2002,150,81.35998108,215,110,325,TSMC,ATI,,,
ATI Radeon HD 5870,GPU,9/23/2009,40,188,334,2154,850,TSMC,ATI,,2720,544
NVIDIA GeForce GTX 1070 GDDR5X,GPU,12/04/2018,16,150,314,7200,1506,TSMC,NVIDIA,101,6463,202
ATI Radeon X1900 CrossFire Edition,GPU,1/24/2006,90,100,352,384,625,TSMC,ATI,,,
NVIDIA GeForce4 Ti 4200-8X,GPU,02/06/2002,150,81.35998108,101,36,250,TSMC,NVIDIA,,,
NVIDIA GeForce GTS 450 OEM,GPU,10/11/2010,40,106,238,1170,790,TSMC,NVIDIA,,455,37.92
NVIDIA GeForce RTX 3050 Ti Max-Q,GPU,01/01/2021,8,81.35998108,188.4404446,1929.922279,735,Samsung,NVIDIA,5299,5299,82.8
NVIDIA GeForce 940MX,GPU,01/01/2016,28,23,188.4404446,1929.922279,1004,TSMC,NVIDIA,,953.9,29.81
Intel GMA X3000,GPU,06/01/2006,90,13,188.4404446,1929.922279,500,Intel,Intel,,,
ATI Radeon X1300 AGP,GPU,12/01/2005,90,81.35998108,100,107,450,TSMC,ATI,,,
NVIDIA GeForce GTX 580M,GPU,6/28/2011,40,100,332,1950,620,TSMC,NVIDIA,,952.3,79.36
NVIDIA GeForce GTX 1050 Mobile,GPU,01/03/2017,14,75,132,3300,1354,Samsung,NVIDIA,29.86,1911,59.72
AMD Radeon Pro WX 3100,GPU,06/12/2017,14,65,103,2200,925,GF,AMD,1248,1248,78.02
ATI Mobility Radeon,GPU,12/01/2001,180,81.35998108,115,30,144,TSMC,ATI,,,
NVIDIA GeForce GT 720,GPU,3/27/2014,28,19,87,1020,967,TSMC,NVIDIA,,742.7,30.94
AMD FirePro W6150M,GPU,11/12/2015,28,81.35998108,160,2080,1075,TSMC,AMD,,1651,103.2
ATI FirePro V7800P,GPU,5/16/2011,40,138,334,2154,700,TSMC,ATI,,2016,403.2
AMD Radeon R4 Mobile Graphics,GPU,06/11/2014,28,15,107,930,800,GF,AMD,,204.8,12.8
NVIDIA GeForce RTX 3070 Max-Q,GPU,01/12/2021,8,80,392,17400,780,Samsung,NVIDIA,13210,13210,206.4
AMD Radeon RX Vega 10 Mobile,GPU,10/26/2017,14,10,210,4940,300,GF,AMD,3331,1665,104.1
NVIDIA Tesla K8,GPU,9/16/2014,28,100,294,3540,693,TSMC,NVIDIA,,2491,103.8
NVIDIA GeForce 800M,GPU,3/17/2014,28,15,116,585,738,TSMC,NVIDIA,,141.7,11.81
NVIDIA GeForce 9100M G mGPU AMD,GPU,7/29/2008,80,12,127,210,450,Unknown,AMD,,35.2,
AMD Radeon 610 Mobile,GPU,5/23/2019,28,50,56,690,1030,TSMC,AMD,,659.2,41.2
